"id","name","url","embedding"
"15970","Turtle Men Blue Shirt","http://assets.myntassets.com/v1/images/style/properties/3aea48653b558435753f1db5035d2ea7_images.jpg","0.0056731742806732655,0.009058112278580666,-0.036033857613801956,0.05259497091174126,0.0007302978774532676,-0.015055034309625626,-0.0038887052796781063,-0.01966521330177784,0.0006671836017630994,0.024802520871162415,0.0033781956881284714,0.0269301887601614,0.052828893065452576,0.01661541312932968,-0.035795435309410095,0.0056380326859653,0.13645291328430176,-0.014327868819236755,-0.02289900928735733,0.03292059525847435,0.04655635356903076,-0.018831465393304825,0.027029063552618027,-0.04049208015203476,0.0026719996239989996,0.03972280025482178,-0.0243076179176569,-0.02400083839893341,-0.030359050258994102,-0.04739600047469139,0.039416857063770294,0.01857703924179077,0.011330620385706425,-0.017081163823604584,0.06800132244825363,-0.0067076897248625755,0.020001769065856934,0.06961998343467712,-0.04039829224348068,0.1010243222117424,-0.03709512576460838,-0.02346772514283657,-0.00826775562018156,-0.020982157438993454,-0.02619730681180954,0.032593272626399994,-0.0009200664353556931,-0.010428006760776043,0.019218022003769875,-0.018076147884130478,0.05634445697069168,-0.010767417959868908,0.005498110316693783,-0.006996520329266787,0.0016791258240118623,-0.0032396872993558645,-0.036402177065610886,-0.0072529977187514305,-0.018032263964414597,0.013274219818413258,0.06549534946680069,-0.05710051208734512,0.049491554498672485,0.01105010136961937,-0.030262228101491928,-0.021048547700047493,-0.024937886744737625,0.09880545735359192,0.0025942425709217787,0.024296650663018227,-0.02184106409549713,-0.006511741317808628,-0.06284570693969727,-0.04013681039214134,0.029643837362527847,-0.02979304827749729,-0.006081169005483389,-0.0013943930389359593,0.022163258865475655,-0.04405635967850685,-0.0032610686030238867,-0.03091263957321644,-0.026868877932429314,0.0016568386927247047,0.010116133838891983,0.0313517302274704,0.02149212546646595,-0.03619038686156273,-0.03252645581960678,0.004874261096119881,-0.007673224899917841,-0.016728350892663002,-0.5395050644874573,-0.009189429692924023,-0.0035077687352895737,-0.004029814153909683,0.002844674978405237,0.016041772440075874,0.11140286922454834,0.181390643119812,0.0005973255028948188,-0.00681254081428051,0.03933897614479065,-0.012261168099939823,-0.039588578045368195,-0.0007376477587968111,0.010250609368085861,0.0043395510874688625,0.0015322145773097873,0.016790859401226044,-0.04534962773323059,-0.00251059141010046,-0.002861402463167906,-0.012764469720423222,-0.016964638605713844,-0.008206810802221298,-0.033019181340932846,-0.04035782441496849,-0.029308583587408066,-0.004948209505528212,0.00620228098705411,0.08441716432571411,-0.005493721459060907,-0.034401580691337585,-0.01625490002334118,0.005499690771102905,-0.007906917482614517,0.0043776207603514194,-0.021079331636428833,-0.016580091789364815,0.03925739601254463,-0.022364603355526924,0.005868066102266312,0.06802941113710403,-0.010771317407488823,0.04503036290407181,-0.02890731208026409,0.025683777406811714,-0.01248369924724102,-0.04067433625459671,-0.0006717048236168921,-0.006261932663619518,-0.016266029328107834,-0.026190539821982384,0.03558257594704628,0.004970986861735582,0.0030890631023794413,0.016939392313361168,-0.0479632131755352,-0.026658564805984497,0.01680934429168701,0.016076765954494476,0.08023571968078613,0.03692040219902992,0.01054962445050478,0.02087787352502346,0.044888682663440704,0.07923735678195953,-0.017274050042033195,0.028494538739323616,-0.03224317356944084,0.008338210172951221,0.05429437756538391,0.001304048579186201,-0.007353443186730146,-0.0015241815708577633,-0.044575177133083344,0.034676969051361084,-0.0018555830465629697,0.03472452610731125,-0.0020605996251106262,-0.018628867343068123,-0.0033068708144128323,-0.025145376101136208,0.0004990442539565265,-0.03441544994711876,0.09347095340490341,-0.025888914242386818,-0.02383359521627426,-0.03134383261203766,0.05098197981715202,0.023975307121872902,0.033290423452854156,-0.010847252793610096,-0.020392876118421555,0.02606133744120598,0.005126861855387688,-0.042983341962099075,-0.013106640428304672,0.0006689150468446314,0.032793086022138596,0.04716480150818825,-0.008968912065029144,0.019257836043834686,0.07424888759851456,0.0014290234539657831,-0.04407114535570145,0.011522806249558926,-0.07073355466127396,0.04309619963169098,-0.05144886672496796,-0.0339687243103981,0.002593568991869688,-0.04221043363213539,0.014003570191562176,0.0298288743942976,-0.020734792575240135,0.005178235005587339,-0.021870063617825508,0.026938654482364655,-0.040239058434963226,0.05686338618397713,-0.014815089292824268,-0.023987893015146255,-0.041401177644729614,-0.014683343470096588,-0.031643882393836975,0.05251070857048035,0.04908178001642227,-0.00906018353998661,-0.09665850549936295,0.004404416307806969,-0.014156393706798553,0.025296710431575775,-0.022284498438239098,-0.024457791820168495,-0.036227189004421234,-0.06901563704013824,-0.016875380650162697,-0.014096255414187908,-0.010045343078672886,-0.06391879916191101,-0.04650934040546417,0.10727634280920029,0.014559012837707996,-0.02252865768969059,0.06005944684147835,-0.037220586091279984,-0.006651081144809723,0.009365327656269073,0.005254795774817467,0.006343332584947348,-0.008885400369763374,-0.05201118811964989,0.015350443311035633,-0.035300299525260925,-0.00927871186286211,0.05487602949142456,-0.006874247919768095,-0.004033287055790424,0.054712358862161636,-0.0217237900942564,0.015328974463045597,-0.03598102182149887,0.025887031108140945,0.04330619052052498,-0.009599482640624046,0.00814276933670044,0.07714647054672241,0.001440901542082429,-0.014145217835903168,-0.0238103736191988,-0.01815974712371826,-0.071403868496418,-0.0031680685933679342,-0.014552443288266659,0.009946714155375957,0.0024859404657036066,0.000417936040321365,0.027477772906422615,-0.018543805927038193,0.06658098846673965,0.006933311931788921,-0.033961500972509384,-0.005521835759282112,0.01016621571034193,-0.012084227986633778,-0.004058949649333954,-0.04071640223264694,0.017205961048603058,-0.03333433344960213,0.01511792279779911,-0.10281740874052048,0.0005324123776517808,0.0031114493031054735,0.031746648252010345,0.14219148457050323,-0.024554889649152756,0.0129696698859334,-0.0027106604538857937,0.00869047548621893,0.024776430800557137,0.014769180677831173,0.018550965934991837,0.008723612874746323,0.004103775601834059,-0.03409703075885773,0.0052565112709999084,0.04962950572371483,0.003805450862273574,0.001832618028856814,-0.005659786053001881,0.022133028134703636,-0.0057557569816708565,-0.03398381173610687,0.039736732840538025,0.010976068675518036,0.04091361537575722,-0.008102752268314362,-0.011928736232221127,-0.054794833064079285,0.027903012931346893,0.06788915395736694,0.05542290583252907,0.020684169605374336,-0.0016895078588277102,0.04331545531749725,0.04343720152974129,-0.042639970779418945,-0.06393066048622131,0.025393720716238022,0.14998996257781982,-0.03277863562107086,-0.02318825200200081,0.01861400529742241,-0.0346100740134716,0.04683949798345566,0.009287359192967415,0.01343502663075924,-0.060718338936567307,0.00884808786213398,0.03758171945810318,-0.011742878705263138,-0.06300481408834457,0.013595146127045155,0.0097562987357378,0.04107365384697914,0.021271465346217155,0.00023005102411843836,-0.029558498412370682,0.005690933205187321,-0.022733012214303017,0.02175154909491539,0.0006486849742941558,0.011736253276467323,0.015022961422801018,-0.008501339703798294,-0.015870118513703346,0.020893773064017296,0.011725237593054771,0.0948539599776268,0.007569749839603901,0.019850291311740875,0.02723754197359085,0.0012594128493219614,-0.02511516772210598,-0.040468573570251465,0.03385996073484421,-0.0003510305832605809,-0.03834393247961998,0.06553761661052704,-0.03674960136413574,-0.05483231693506241,0.06402084231376648,-0.05953603610396385,0.0030531457159668207,0.0219787135720253,0.025656133890151978,0.0069360206834971905,0.009334014728665352,0.030565273016691208,0.03210683539509773,0.024054434150457382,0.037214070558547974,0.03834879770874977,-0.011713515035808086,0.04807453975081444,-0.014049437828361988,0.11875321716070175,0.025079267099499702,0.02759948931634426,0.036060262471437454,-0.00023049730225466192,-0.06185627356171608,-0.0019588321447372437,0.058208566159009933,0.04684384539723396,-0.0045137000270187855,-0.024083003401756287,0.18580663204193115,0.03638308122754097,0.01478552259504795,-0.012297496199607849,0.0007724683382548392,-0.03201190009713173,0.0220619086176157,-0.02873614989221096,-0.0009077723952941597,-0.007090491242706776,-0.04790456220507622,-0.01694805920124054,0.014242364093661308,0.05503140762448311,-0.007320434786379337,-0.009738253429532051,-0.005251266993582249,-0.04558511823415756,-0.028814733028411865,0.029368478804826736,-0.05665186047554016,0.042794499546289444,0.008174925111234188,-0.012358584441244602,0.019566182047128677,-0.0419008694589138,0.042612213641405106,0.013907590880990028,1.2756230717059225e-05,-0.009000102989375591,-0.03504369407892227,-0.010055691935122013,-0.008190340362489223,0.005411507561802864,-0.061461225152015686,-0.0034940571058541536,0.0012650316348299384,-0.04704107716679573,-0.027894463390111923,-0.11692870408296585,-0.005368226673454046,-0.018855955451726913,0.025129489600658417,0.07667944580316544,-0.044867608696222305,0.011009386740624905,0.024682380259037018,-0.0092965979129076,-0.01573028787970543,0.06122109666466713,-0.005794241558760405,0.0034893618430942297,0.060483112931251526,0.0055654700845479965,0.04735822603106499,0.02109200693666935,-0.0031887837685644627,-0.006980035454034805,-0.013492187485098839,-0.043512891978025436,0.0005858023068867624,-0.045121368020772934,0.0389544740319252,0.04022062197327614,-0.07721108198165894,0.015002328902482986,0.05630696564912796,0.009120154194533825,0.006484247278422117,0.01958632469177246,0.04283260554075241,0.005118144676089287,-0.0008015428902581334,0.0223469827324152,-0.01940734311938286,0.01641278713941574,-0.01686691679060459,0.0051555451937019825,-0.03005606308579445,0.02986784465610981,0.002233065664768219,0.02956617809832096,0.0013579742517322302,0.012293634004890919,-0.043482471257448196,0.009700004011392593,-0.03947053477168083,0.03284766152501106,0.04288884997367859,0.045328181236982346,0.03685516491532326,0.025496911257505417,-0.09267368167638779,-0.014099088497459888,-0.008007271215319633,0.03108593076467514,0.042350850999355316,-0.007027255371212959,-0.0036816131323575974,0.006127038970589638,-0.019704869017004967,0.01133583951741457,-0.02862895466387272,-0.030947618186473846,0.027492599561810493,0.0026740687899291515,0.007142211776226759,0.028853658586740494,0.006879039574414492,0.013238951563835144,-0.03116416744887829,-0.01622954197227955,0.018177127465605736,0.0063523598946630955,0.0031994625460356474,0.09540115296840668,-0.05274500325322151,-0.027749529108405113,-0.015798939391970634,-0.02624291367828846,0.04511062055826187,0.015389001928269863,0.03458036109805107"
"1855","Status Quo Men Solid Green Sweatshirt","http://assets.myntassets.com/v1/images/style/properties/9b08d21a60fabe85385b29b496d15f8b_images.jpg","0.015108464285731316,0.029683222994208336,-0.016350330784916878,0.026260986924171448,0.007843229919672012,0.007084385026246309,0.050657548010349274,0.05465056374669075,-0.0006658462807536125,0.029133129864931107,0.06177905946969986,0.032845474779605865,0.07985822856426239,-0.01789119839668274,0.013684635050594807,0.00940969679504633,0.09546039253473282,0.08796411007642746,-0.017206668853759766,0.026205139234662056,0.0431072823703289,0.013173299841582775,0.023144060745835304,-0.019682032987475395,-0.0068625048734247684,0.04496094211935997,0.02848467417061329,-0.04875335469841957,-0.01759810373187065,-0.04524451494216919,0.016636144369840622,-0.04430452361702919,-0.030803147703409195,-0.038093872368335724,-0.000926572538446635,-0.0240494217723608,-0.04872006177902222,0.10565641522407532,-0.018878944218158722,0.020665140822529793,-0.01866976171731949,0.042193349450826645,-0.012751098722219467,-0.02755015157163143,-0.02696901559829712,-0.06159620359539986,0.019874857738614082,-0.029469188302755356,0.01022506132721901,-0.05427699163556099,0.028000105172395706,-0.0521145761013031,-0.034531161189079285,-0.0044096712954342365,-0.038905415683984756,-0.04112650454044342,0.011225978843867779,0.03131765127182007,-0.006813454907387495,0.013614991679787636,0.022341808304190636,-0.05620722472667694,0.0531192272901535,0.05771976336836815,-0.01935516856610775,-0.01313803344964981,0.0315571054816246,0.15854127705097198,0.0034341865684837103,0.007230791263282299,-0.024374667555093765,-0.031224770471453667,-0.022995516657829285,-0.026789838448166847,0.006887296214699745,0.027281872928142548,0.0523097962141037,0.007002128288149834,-0.016832919791340828,-0.003752558259293437,-0.012236596085131168,-0.027903340756893158,0.022227955982089043,-0.02080768160521984,0.01768573746085167,0.031467173248529434,0.022251823917031288,-0.027958212420344353,-0.014804115518927574,0.0019072917057201266,0.03422994166612625,-0.018717631697654724,-0.6269270181655884,0.034192219376564026,-0.011386199854314327,0.02659243531525135,-0.04634010046720505,-0.001304140081629157,0.08447490632534027,0.11818041652441025,0.0008478108211420476,-0.015761129558086395,0.022770144045352936,0.019946889951825142,-0.0728471502661705,0.04899846017360687,-0.09394974261522293,0.011026602238416672,0.04532558098435402,0.027827193960547447,-0.0323035791516304,0.047841016203165054,-0.04152664542198181,-0.015477851033210754,0.006349463947117329,0.008957101963460445,-0.009663239121437073,0.024559207260608673,-0.03486290201544762,4.437573443283327e-05,-0.005281067453324795,0.039884116500616074,-0.021781539544463158,-0.055347148329019547,-0.020406274124979973,-0.04984024167060852,-0.02553349733352661,0.018279341980814934,-0.010156157426536083,-0.04087727144360542,0.0066393036395311356,0.027535686269402504,0.030475392937660217,0.08587388694286346,0.005691422149538994,0.020610086619853973,-0.04201003909111023,-0.01230364479124546,0.034808166325092316,-0.03678137809038162,-0.015147596597671509,-0.01759778894484043,0.026835113763809204,-0.01653599925339222,-0.006674855016171932,0.013149211183190346,-0.0040370202623307705,0.054226238280534744,-0.0215439572930336,0.008898718282580376,0.029559539631009102,0.008205798454582691,0.06050894409418106,0.00923419650644064,0.02161347307264805,-0.016507217660546303,0.004396193195134401,-0.014861858449876308,0.022639289498329163,0.0010711898794397712,-0.016740543767809868,-0.0008383662789128721,0.034395232796669006,0.004801991395652294,0.036614976823329926,0.012559399008750916,0.043251994997262955,0.005980095826089382,-0.033431511372327805,-0.022935248911380768,0.019936786964535713,0.065345399081707,0.02189268171787262,0.014367573894560337,-0.006706140004098415,0.00364436162635684,0.03701595962047577,-0.022845182567834854,-0.01845022290945053,0.01452617160975933,0.026116643100976944,0.004243073519319296,0.033972494304180145,0.03213378041982651,-0.02572159841656685,0.024343596771359444,-0.0033439090475440025,0.017577435821294785,-0.04802769422531128,-0.01622108742594719,0.012985145673155785,0.006676183082163334,-0.03345148637890816,0.02730821631848812,0.000985375721938908,0.007298177108168602,-0.020739592611789703,0.007833589799702168,0.001339251408353448,0.012291660532355309,-0.017968177795410156,-0.03363234922289848,-0.005308128893375397,0.00900531280785799,-0.014804089441895485,-0.019109200686216354,-0.053435228765010834,-0.020680606365203857,-0.018688112497329712,0.0731009766459465,-0.02389949932694435,0.06927243620157242,-0.02421875111758709,0.02318001352250576,-0.024833161383867264,-0.008541900664567947,-0.009584506042301655,0.048083849251270294,0.013997938483953476,-0.009225075133144855,-0.01927548460662365,-0.005926579236984253,0.02202276699244976,0.014556067064404488,0.008590741083025932,0.004576871637254953,0.033873505890369415,-0.05534368008375168,0.009261057712137699,0.03453079238533974,0.005104671232402325,-0.023486368358135223,-0.007951762527227402,0.08076760917901993,0.0008717459859326482,-0.050239503383636475,0.03276321291923523,-0.02773931249976158,0.01695706881582737,-0.005368669051676989,-0.01406184583902359,0.02217775210738182,-0.00327261327765882,-0.052245087921619415,-0.006678706035017967,-0.04359961301088333,-0.040074318647384644,0.03247722610831261,0.008290914818644524,-0.0274516548961401,0.014393599703907967,0.0007638965616934001,0.005972168408334255,0.016924839466810226,-0.0031939451582729816,0.031304746866226196,-0.03666474670171738,0.03528841957449913,-0.053026292473077774,-0.051135919988155365,-0.02391619235277176,-0.0018100946908816695,0.02854131907224655,-0.0784221664071083,0.032422736287117004,-0.04051218926906586,-0.02192547917366028,-0.04576679691672325,0.008058971725404263,0.0022781011648476124,-0.00039600167656317353,0.041264478117227554,-0.010929867625236511,-0.013340269215404987,-0.01618364080786705,0.05506468191742897,-0.0012113398406654596,-0.014960561878979206,-0.010927929542958736,-0.030947864055633545,-0.03406698256731033,-0.010693864896893501,-0.023926392197608948,-0.016576755791902542,-0.006098933983594179,-0.006327879149466753,0.10919110476970673,-0.004734242334961891,0.011494518257677555,-0.006554101128131151,-0.052276354283094406,0.011607973836362362,-0.0008665803470648825,-0.005505073349922895,0.0007784835761412978,0.006347248330712318,-0.07081781327724457,0.017759408801794052,0.020865697413682938,0.05466645210981369,0.004416290204972029,0.012097281403839588,-0.012289317324757576,0.005325111094862223,0.0009486734052188694,-0.01293949130922556,0.006778439972549677,-0.003681303234770894,0.013054783456027508,-0.0007098885253071785,-0.01800152100622654,0.010825242847204208,0.08585348725318909,0.03400212898850441,0.0004750526568386704,-0.039376240223646164,0.015257573686540127,0.006186033133417368,0.008254602551460266,-0.0054314397275447845,0.04477650672197342,0.11034030467271805,0.020196950063109398,-0.04725658521056175,0.01868700422346592,-0.021627625450491905,0.0450139120221138,0.014838292263448238,-0.006232960615307093,-0.002417574170976877,0.025293951854109764,0.00047303063911385834,-0.02656562812626362,-0.07094859331846237,0.00013212089834269136,-0.008878872729837894,0.010231086052954197,0.012116560712456703,0.0038327293004840612,-0.021430155262351036,-0.060840360820293427,-0.03871350735425949,0.02489825338125229,0.007602860685437918,-0.012839422561228275,0.010908705182373524,0.01577003113925457,-0.010417677462100983,-0.016021743416786194,-0.022601505741477013,-0.023504307493567467,0.025568887591362,0.012112339958548546,-0.02710764668881893,-0.015347911044955254,0.030666032806038857,-0.0688665434718132,0.10827431082725525,0.014618959277868271,0.003768377238884568,0.07389380037784576,-0.052899621427059174,-0.007155285682529211,-0.015680717304348946,-0.06599006056785583,0.03143065795302391,0.00927861500531435,0.08913932740688324,0.011184480041265488,-0.013881128281354904,0.018634548410773277,0.028580043464899063,0.03354666754603386,0.0272416602820158,0.015209772624075413,-0.009334749542176723,0.054677627980709076,0.029931804165244102,0.08022614568471909,0.03609662875533104,-0.005696238484233618,0.02419443242251873,-0.0958552211523056,-0.037434276193380356,0.00939713791012764,0.02763124369084835,0.04573569819331169,-0.0031375098042190075,-0.03469947353005409,-0.02077730931341648,-0.04167642071843147,-0.010162747465074062,0.024333087727427483,0.01628778874874115,-0.029869072139263153,0.018638063222169876,-0.01882190629839897,-0.0066817947663366795,-0.005342672113329172,-0.004964041523635387,0.0016195548232644796,0.03510294482111931,0.020334376022219658,-0.019059108570218086,-0.004620542749762535,-0.0456768199801445,-0.01305068377405405,0.002654895419254899,0.08645674586296082,-0.026955414563417435,-0.024102890864014626,0.023856569081544876,-0.01576777920126915,-0.00505014369264245,0.0035571325570344925,0.01911717839539051,0.0316796749830246,0.037350043654441833,-0.06206671893596649,-0.06782478839159012,0.02027854137122631,-0.04227150231599808,0.03672243282198906,-0.08584626764059067,0.035220976918935776,-0.00019450343097560108,-0.02469390444457531,0.008730461820960045,-0.12455449253320694,0.006265371106564999,-0.011881210841238499,0.01794188842177391,0.06392413377761841,-0.06837109476327896,0.0063026114366948605,-0.0011431711027398705,0.0029688028153032064,0.0069427769631147385,0.014446686953306198,0.010494631715118885,-0.020063363015651703,0.05486403778195381,0.041591014713048935,-0.02715494856238365,-0.0167857576161623,-0.028318211436271667,0.020466497167944908,-0.01877336949110031,-0.061875928193330765,0.01179549377411604,0.026917142793536186,0.0029842816293239594,0.047818779945373535,-0.002301944885402918,0.003733361605554819,0.04431978985667229,0.0013985910918563604,-0.03147402033209801,0.017717353999614716,0.052886463701725006,0.024747882038354874,-0.014883149415254593,0.012091332115232944,0.01822669617831707,0.002604648470878601,0.0035320555325597525,0.042369358241558075,-0.016124475747346878,0.00040940180770121515,0.0008200288866646588,0.019106032326817513,-0.00906336959451437,-0.00016598741058260202,-0.09058518707752228,0.006430141627788544,0.006939930375665426,-0.026372848078608513,0.04662604257464409,0.033868543803691864,0.03817036375403404,-0.012935065664350986,-0.03008732572197914,0.026962153613567352,0.017322301864624023,-0.0028884944040328264,0.04857519641518593,0.002326531335711479,0.020898116752505302,0.0013485741801559925,-0.0050981719978153706,0.004753434099256992,-0.0076347216963768005,-0.025729184970259666,-0.027957094833254814,-0.03431401774287224,-0.007789534982293844,0.028528278693556786,-0.0005740425549447536,0.04401112347841263,0.0012566522927954793,0.014003579504787922,0.014560878276824951,-0.05422670766711235,0.011231718584895134,0.015122340992093086,0.0008083520806394517,-0.019811294972896576,0.0024450980126857758,-0.02754102647304535,0.08143959194421768,-0.05405864492058754,0.031685952097177505"
